Algoritmo,Accuracy Media,Accuracy Std,Accuracy Min,Accuracy Max,Accuracy Mediana,Parámetros Media,Parámetros Std
F1,0.9711111111111113,0.014229164972072968,0.9555555555555556,1.0,0.9777777777777777,2998.7,3020.4824134564997
