Algoritmo,Accuracy Media,Accuracy Std,Accuracy Min,Accuracy Max,Accuracy Mediana,Parámetros Media,Parámetros Std
F2,0.9066666666666668,0.04640136226182467,0.8444444444444444,0.9777777777777777,0.9111111111111111,301.0,234.66912877496264
